statea,countya,tracta,pnhwht12,pnhblk12,phisp12,pntv12,pasian12,phaw12,pindia12,pchina12,pfilip12,pjapan12,pkorea12,pviet12,p15wht12,p65wht12,p15blk12,p65blk12,p15hsp12,p65hsp12,p15ntv12,p65ntv12,p15asn12,p65asn12,pmex12,pcuban12,ppr12,pruanc12,pitanc12,pgeanc12,piranc12,pscanc12,pfb12,pnat12,p10imm12,prufb12,pitfb12,pgefb12,pirfb12,pscfb12,polang12,plep12,phs12,pcol12,punemp12,pflabf12,pprof12,pmanuf12,psemp12,pvet12,p65pov12,ppov12,pwpov12,pnapov12,pfmpov12,pbpov12,phpov12,papov12,pvac12,pown12,pmulti12,p30old12,p18und12,p60up12,p75up12,pmar12,pwds12,pfhh12,p10yrs12,ageblk12,agentv12,agewht12,agehsp12,india12,filip12,japan12,korea12,viet12,pop12,nhwht12,nhblk12,ntv12,hisp12,asian12,haw12,china12,a15wht12,a65wht12,a15blk12,a65blk12,a15hsp12,a65hsp12,a15ntv12,a65ntv12,ageasn12,a15asn12,a65asn12,mex12,pr12,cuban12,geanc12,iranc12,itanc12,ruanc12,fb12,nat12,itfb12,rufb12,ag5up12,irfb12,gefb12,scanc12,n10imm12,olang12,lep12,scfb12,ag25up12,dfmpov12,hh12,hinc12,hincb12,hincw12,hinch12,incpc12,ag18cv12,vet12,empclf12,dpov12,npov12,dbpov12,nbpov12,dnapov12,nnapov12,dwpov12,nwpov12,dhpov12,nhpov12,hhb12,hhw12,hhh12,hs12,col12,clf12,unemp12,dflabf12,flabf12,prof12,manuf12,semp12,hha12,hinca12,n65pov12,nfmpov12,napov12,dapov12,family12,hu12,vac12,ohu12,own12,rent12,dmulti12,mrent12,mhmval12,multi12,h30old12,h10yrs12,a18und12,a60up12,a75up12,ag15up12,mar12,wds12,fhh12
22,071,004800,0,93.94999695,0,0,0.07,0,0.07,0,0,0,0,0,-999,-999,37.15000153,7.960000038,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,4.789999962,0,77.79000092,0.150000006,37.68000031,56.31000137,0,0,3.880000114,2.380000114,5.409999847,79.41999817,-999,-999,71.27999878,79.91000366,-999,100,35.97000122,0,100,100,43.15999985,10.26000023,2.99000001,0,24.71999931,90.06999969,79.05999756,1319,0,0,0,1,0,0,0,0,1404,0,1319,0,0,1,0,0,0,0,490,105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1233,0,0,0,0,59,0,0,662,282,616,9605,9660,-999,-999,5266,798,19,258,1404,1115,1319,1054,0,0,0,0,0,0,597,0,0,515,1,414,156,689,388,0,0,10,0,-999,76,201,1,1,282,962,346,616,0,616,962,181,-999,962,962,487,606,144,42,890,0,220,254
22,071,004900,8.100000381,67.55999756,21.54999924,2.799999952,0,0,0,0,0,0,0,0,0,1.470000029,23.45000076,9.909999847,34.81000137,5.519999981,0,0,-999,-999,15.53999996,0.709999979,0,0,0,1.309999943,0.600000024,0,6.960000038,2.5,4.050000191,0,0,0,0,0,24.71999931,5.070000172,65.16999817,9.010000229,34.33000183,57.65999985,10.64999962,4.730000019,6.710000038,7.78000021,2.319999933,43.68999863,38.97000122,61.70000076,34.56000137,53.84000015,0,-999,31.11000061,23.32999992,47.36999893,80.55000305,24.22999954,16.12999916,2.859999895,19.57999992,22.77000046,45.88999939,78.30999756,1211,47,136,362,0,0,0,0,0,1680,136,1135,47,362,0,0,0,0,2,284,120,126,20,0,0,0,0,0,261,0,12,22,10,0,0,117,42,0,0,1537,0,0,0,68,380,78,0,999,353,733,15927,14286,22250,61797,12731,1273,99,507,1680,734,1211,652,47,29,136,53,362,0,546,100,81,651,90,772,265,659,380,54,24,34,0,-999,39,122,0,0,353,1064,331,733,171,562,1064,553,160800,504,857,574,407,271,48,1287,252,293,162
22,071,005000,18.18000031,42.29000092,36.22999954,3,0,0,0,0,0,0,0,0,4.380000114,10.77000046,33.09999847,5.260000229,15.02999973,2.029999971,25.19000053,4.440000057,-999,-999,13.39999962,1.409999967,0,0,2.569999933,3.789999962,3.119999886,0.49000001,24.11000061,2.079999924,13.64999962,0,0,0,0,0,38.36999893,15.52999973,69.84999847,17.23999977,15.31999969,62.31999969,21.93000031,0,2.869999886,4.539999962,1.470000029,53.43000031,24.23999977,41.47999954,30.28000069,74.56999969,44.93000031,-999,23.5,22.48999977,51.04999924,90.48999786,25.82999992,6.489999771,1.220000029,23.02000046,17.86000061,29.93000031,83.18000031,704,135,297,592,0,0,0,0,0,1634,297,691,49,592,0,0,0,13,32,233,37,89,12,34,6,0,0,0,219,0,23,62,51,42,0,394,34,0,0,1449,0,0,8,223,556,225,0,1038,284,547,25573,18105,36677,22727,13809,1212,55,766,1634,873,704,525,135,56,297,72,592,266,177,151,210,725,179,888,136,568,354,168,0,22,0,-999,24,86,0,0,284,715,168,547,123,424,715,803,150700,365,647,455,422,106,20,1260,290,225,85
22,071,005400,67.30000305,17.19000053,14.18000031,0.389999986,0,0,0,0,0,0,0,0,13.14000034,7.440000057,0,1.620000005,37.65000153,6.269999981,0,0,-999,-999,1.220000029,0.280000001,0,0,5.119999886,9.449999809,2.950000048,0.670000017,9.229999542,2.779999971,8.119999886,0,0,0,0,0,18,7.239999771,28.82999992,54.54000092,15.44999981,68.26000214,60.36000061,4.570000172,9.140000343,9.600000381,0.670000017,25.36000061,15.11999989,0,13.64000034,26.86000061,67.83999634,-999,19.40999985,25.86000061,57.91999817,89.26000214,16.56999969,15.40999985,2.609999895,26.01000023,24.84000015,15.34000015,83.80999756,309,7,1210,255,0,0,0,0,0,1798,1210,309,7,255,0,0,0,159,90,0,5,96,16,0,0,0,0,0,22,0,5,170,53,92,0,166,50,0,0,1700,0,0,12,146,306,123,0,1311,352,1013,43996,33484,47621,50096,26889,1500,144,941,1798,456,309,83,7,0,1210,183,255,173,235,673,90,378,715,1113,172,753,514,568,43,86,0,-999,12,48,0,0,352,1257,244,1013,262,751,1257,857,231100,728,1122,849,298,277,47,1534,399,381,54
22,071,005500,81.08999634,7.71999979,9.449999809,0,1.409999967,0,0,0,0,0.850000024,0,0.569999993,11.96000004,7.03000021,15.71000004,0,29.05999947,4.269999981,-999,-999,0,0,2.019999981,1.580000043,0,0.119999997,9.489999771,10.75,6.75,0.239999995,5.489999771,4.360000134,1.00999999,0,0,0.079999998,0,0,11.69999981,0,22.06999969,48.68000031,6.019999981,78.29000092,57.95000076,1.600000024,14.93999958,8.979999542,0,10.10000038,12.26000023,-999,7.03000021,0,1.710000038,0,20.28000069,53.22000122,29.69000053,85.51999664,15.96000004,9.739999771,3.960000038,46.70000076,17.82999992,14.53999996,83.01000214,191,0,2007,234,0,0,21,0,14,2475,2007,191,0,234,35,0,0,240,141,30,0,68,10,0,0,35,0,0,50,0,39,266,167,235,3,136,108,0,0,2368,0,2,6,25,277,0,0,1894,626,1195,62604,65792,59138,63301,34700,2071,186,1560,2475,250,191,0,0,0,2007,246,234,4,101,984,103,418,922,1644,99,1032,808,904,25,233,7,-999,0,44,0,35,626,1499,304,1195,636,559,1499,942,256300,445,1282,992,395,241,98,2137,998,381,91
22,071,005601,82.55999756,3.369999886,8.770000458,0.430000007,4.550000191,0,0,0.370000005,0,0,0,3.75,22.54999924,4.929999828,34.91999817,0,42.68000031,0,0,0,8.239999771,0,2.299999952,0,0,1.230000019,8.93999958,7.329999924,9.149999619,1.120000005,10.48999977,4.550000191,5.989999771,0,0,0.699999988,0,0,12.81000042,0,13.10999966,66.93000031,0.910000026,72.34999847,59.56000137,5.909999847,18.93000031,3.50999999,0,4.820000172,3.5,0,0,0,0,42.34999847,22.73999977,68.90000153,21.34000015,68.52999878,25.14999962,8.989999771,0.75,57.88000107,12.80000019,11.71000004,83.95999908,63,8,1543,164,0,0,0,0,70,1869,1543,63,8,164,85,0,7,348,76,22,0,70,0,0,0,85,7,0,43,0,0,137,171,167,23,196,85,0,0,1741,0,13,21,112,223,0,0,1243,461,717,89028,83229,103875,39815,38909,1395,49,1083,1869,90,63,0,8,0,1543,54,164,0,17,589,50,163,832,1093,10,756,547,645,64,205,47,37098,0,0,36,85,461,928,211,717,494,223,928,1363,332400,198,636,602,470,168,14,1422,823,182,54
22,071,005602,91.59999847,4.019999981,3.5,0,0.050000001,0,0,0,0,0,0,0.050000001,16.81999969,9.390000343,62.81999969,0,27.94000053,0,-999,-999,0,0,1.75,0.360000014,0,0,18.5,12.10999966,16.22999954,0,1.389999986,1.389999986,0,0,0,0,0,0,4.230000019,0,8.920000076,69.33000183,2.50999999,75.93000031,56.34000015,0.430000007,16.60000038,7.610000134,0,4.429999828,4.840000153,-999,0.829999983,0,0,0,15.23999977,77.70999908,19.94000053,66.38999939,22.14999962,14.93999958,3.920000076,53.11000061,13.09000015,12.85999966,79.55999756,78,0,1778,68,0,0,0,0,1,1941,1778,78,0,68,1,0,0,299,167,49,0,19,0,0,0,1,0,0,34,0,7,235,315,359,0,27,27,0,0,1773,0,0,0,0,75,0,0,1412,482,812,70735,153229,66765,84911,42127,1511,115,1175,1941,86,78,0,0,0,1778,86,68,0,17,752,27,126,979,1195,30,756,574,662,5,195,0,-999,0,4,0,1,482,958,146,812,631,181,958,1151,296100,191,636,646,430,290,76,1574,836,206,62
22,071,005603,82.12000275,7.400000095,9.819999695,0,0.660000026,0,0,0.660000026,0,0,0,0,17.30999947,12.76000023,0,0,34.33000183,11.18999958,-999,-999,0,0,2.859999895,0.589999974,0,0,5.199999809,17.57999992,16.85000038,0.289999992,5.710000038,3.809999943,0.50999999,0,0,0,0,0,9.029999733,1.190000057,11.06999969,66.51000214,7.789999962,77.02999878,69.01000214,2.180000067,19.20999908,8.010000229,0,6.739999771,7.940000057,-999,0,0,2.24000001,0,16.51000023,57.36999893,36.93999863,71.98999786,19.19000053,19.19000053,3,61.68999863,13.23999977,10.84000015,85.90000153,101,0,1121,134,0,0,0,0,0,1365,1121,101,0,134,9,0,9,194,143,0,0,46,15,0,0,9,0,0,39,0,8,240,230,71,0,78,52,0,0,1263,0,0,4,7,114,15,0,1057,406,617,69861,-999,80500,71563,39324,1099,88,781,1365,92,101,0,0,0,1121,89,134,3,45,530,42,117,703,847,66,627,483,539,17,150,0,-999,0,0,0,9,406,739,122,617,354,263,739,1205,298900,273,532,530,262,262,41,1125,694,149,44
22,071,005604,98.05000305,0,0.850000024,0.340000004,0.75999999,0,0.589999974,0,0,0,0,0,13.28999996,6.210000038,-999,-999,0,0,0,0,0,55.56000137,0.50999999,0,0,0.25,16.23999977,11.17000008,12.18000031,0.589999974,0.75999999,0,0.75999999,0,0,0,0,0,2.420000076,0.720000029,17.73999977,55.11999893,1.019999981,73.63999939,57.43999863,12.68999958,14.35999966,4.090000153,0,6.510000229,6.300000191,100,0,-999,0,0,21.64999962,70.30000305,24.45000076,66.26999664,16.75,13.44999981,3.049999952,56.70999908,8.75,7.929999828,82.13999939,0,4,1159,10,7,0,0,0,0,1182,1159,0,4,10,9,0,0,154,72,0,0,0,0,0,0,9,0,5,6,0,0,132,144,192,3,9,0,0,0,1118,0,0,7,9,27,8,0,840,328,532,69231,-999,69295,-999,49127,979,40,780,1182,77,0,0,4,4,1159,73,10,0,0,522,4,149,463,782,8,440,324,448,99,112,2,-999,0,0,0,9,328,679,147,532,374,158,679,1049,306500,166,450,437,198,159,36,1028,583,90,26
22,071,006000,10.01000023,64.08999634,8.75,0,17.15999985,0,11.52000046,2.440000057,0,0,0,3.200000048,0,0.839999974,20.29000092,4.679999828,0,0,-999,-999,0,0,0.079999998,0,0.589999974,0,1.850000024,0.5,2.519999981,0.839999974,23.62999916,2.269999981,21.36000061,0,0,0,0.839999974,0,29.05999947,4.099999905,33.20000076,40.77999878,14.78999996,56.63999939,48.65999985,0,2.930000067,8.539999962,0.319999993,48.25999832,68.62999725,-999,46.40000153,50,80.20999908,16.45999908,18.28000069,3.130000114,82.81999969,57.22000122,14.47000027,6.21999979,1.090000033,21.38999939,12.88000011,57.59999847,98.43000031,769,0,119,104,137,0,0,0,38,1189,119,762,0,104,204,0,29,0,1,156,36,0,0,0,0,204,0,0,1,7,0,6,30,22,0,281,27,0,0,1146,10,0,10,254,333,47,0,765,125,447,15750,16333,10417,11859,14446,1007,86,409,949,458,638,319,0,0,51,35,96,77,286,26,58,254,312,480,71,452,256,199,0,12,77,43869,3,58,27,164,125,547,100,447,14,433,547,757,159100,453,313,440,172,74,13,1033,221,133,72
22,071,006300,11.59000015,61.97000122,24.89999962,0,0.180000007,0,0,0,0,0,0,0,2.559999943,3.079999924,21.52000046,7.809999943,12.40999985,21.95999908,-999,-999,0,0,7.659999847,0,0.829999983,0,0.529999971,2.670000076,0.360000014,0.529999971,17.94000053,4.28000021,9.859999657,0,0,0,0,0,23.54999924,10.36999989,62.43000031,9.180000305,23.62000084,57.75,9.829999924,0,12.98999977,6.039999962,1.899999976,50.61999893,35.83000183,-999,37.90999985,62.11000061,31.40999985,100,29.20999908,17.13999939,45.50999832,91.34999847,19.37000084,13.13000011,3.029999971,14.30000019,27.95000076,34.65999985,83.48999786,1050,0,195,419,0,0,0,0,0,1683,195,1043,0,419,3,0,0,5,6,226,82,52,92,0,0,3,0,0,129,14,0,45,6,9,0,302,72,0,0,1601,0,0,9,166,377,166,0,1078,277,630,17697,13109,25052,21739,9721,1357,82,539,1529,774,908,564,0,0,187,67,417,131,351,133,138,673,99,686,162,613,354,53,0,70,0,-999,29,105,3,3,277,890,260,630,108,522,890,759,227500,405,813,526,326,221,51,1399,200,391,96
22,071,006400,26.10000038,54.00999832,16.04999924,0,1.190000057,0,0.129999995,1.00999999,0,0,0,0,3.039999962,6.079999924,22.29000092,4.210000038,14.01000023,6.320000172,-999,-999,0,0,1.149999976,0.660000026,0,0,3.039999962,1.940000057,2.650000095,1.320000052,13.53999996,2.599999905,9.130000114,0,0,0,0,0,17.88999939,9.880000114,47.90000153,23.53000069,12,65.73000336,35.61999893,3.549999952,13.17000008,3.74000001,1.539999962,32.5,19.59000015,-999,21.90999985,37.68000031,39.00999832,14.81000042,34.27999878,25.72999954,53.56999969,98.33000183,19.48999977,9.920000076,2.25,21.31999969,19.39999962,33.70999908,83.76000214,1234,0,592,364,3,0,0,0,0,2268,592,1225,0,364,27,0,23,18,36,275,52,51,23,0,0,27,0,0,26,0,15,44,60,69,0,307,59,0,0,2146,0,0,30,207,384,212,0,1568,534,1022,31643,25846,49158,24583,19716,1816,68,1154,2268,737,1234,465,0,0,592,116,364,142,503,329,149,751,369,1308,157,1062,698,411,41,152,12,250001,35,117,4,27,534,1555,533,1022,263,759,1555,865,255800,833,1529,856,442,225,51,1923,410,373,180
22,071,006500,44.34000015,32.84999847,15.26000023,0,3.309999943,2.059999943,0,0,0.579999983,0,0.660000026,0,8.430000305,5.789999962,32.22999954,4.269999981,4.590000153,9.949999809,0,0,0,0,0.189999998,1.360000014,0,0,6.420000076,5.679999828,5.369999886,0.430000007,13.27000046,4.170000076,6.809999943,0,0,0,0.540000021,0,17.69000053,8.420000076,31.80999947,37.13000107,3.650000095,64.54000092,41.11999893,1.539999962,8.56000042,3.380000114,0.819999993,32.5,16.32999992,0,34.56000137,61.36999893,5.099999905,62.34999847,14.84000015,34.59000015,56.49000168,92.80000305,19,11.40999985,2.650000095,29.70000076,17.30999947,36.72000122,79.23000336,844,17,1139,392,0,15,0,17,0,2569,1139,844,0,392,85,53,0,96,66,272,36,18,39,0,0,85,0,0,5,0,35,146,138,165,0,341,107,0,0,2352,14,0,11,175,416,198,0,1748,463,1194,32226,14566,60990,39954,22446,2070,70,1425,2569,835,844,518,17,0,1139,186,392,20,351,567,185,556,649,1479,54,1018,657,586,22,122,68,1947.75,21,160,53,85,463,1402,208,1194,413,781,1402,827,167900,792,1301,946,488,293,68,2108,626,365,170
22,071,006900,0,100,0,0,0,0,0,0,0,0,0,0,-999,-999,10.68999958,8.329999924,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.549999952,0,76.73000336,9.270000458,44.49000168,41.18999863,27.47999954,0,7.630000114,3.140000105,6.53000021,68.61000061,-999,-999,29.87999916,68.61000061,-999,-999,20.36000061,1.279999971,92.37000275,94.40000153,20.42000008,22.92000008,3.329999924,13.36999989,24.56999969,53.65999985,79.55000305,720,0,0,0,0,0,0,0,0,720,0,720,0,0,0,0,0,0,0,77,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,0,0,0,0,11,0,0,507,164,313,10337,10337,-999,-999,7627,573,18,131,720,494,720,494,0,0,0,0,0,0,313,0,0,389,47,236,105,352,145,36,0,10,0,-999,47,49,0,0,164,393,80,313,4,309,393,264,-999,363,371,249,147,165,24,643,86,158,88
22,071,007000,21.07999992,69.52999878,5.789999962,0,1.929999948,0,1.019999981,0,0,0,0,0.910000026,0,4.340000153,4.420000076,4.78000021,0,0,-999,-999,0,0,2.49000001,0.959999979,1.070000052,0,2.130000114,1.779999971,3.400000095,0,2.589999914,2.289999962,0.300000012,0,0,0,0,0,10.68999958,0.360000014,47.33000183,31.29999924,25.57999992,47.47999954,43.97000122,6.510000229,2.440000057,3.279999971,2.940000057,43.24000168,30.15999985,-999,17.64999962,44.56999969,0,-999,22.56999969,21.86000061,55.49000168,78.68000031,7.159999847,4.420000076,1.470000029,6.090000153,5.190000057,30.59000015,82.19000244,1424,0,415,114,20,0,0,0,18,1969,415,1369,0,114,38,0,0,0,18,63,68,0,0,0,0,38,0,0,49,21,19,35,67,42,0,51,45,0,0,1964,0,0,0,6,210,7,0,393,85,247,14420,13839,42969,-999,5103,1828,60,614,680,294,617,275,0,0,63,19,40,0,234,13,40,186,123,825,211,1411,670,270,40,15,0,-999,20,15,0,0,85,319,72,247,54,193,319,716,220300,177,251,203,141,87,29,1906,116,99,26
22,071,007101,11.17000008,70.55000305,17.09000015,0,0,0,0,0,0,0,0,0,4.170000076,5.949999809,15.05000019,14.68000031,7.389999866,2.329999924,-999,-999,-999,-999,12.22999954,0,0,0,0.600000024,1.200000048,0.469999999,0.469999999,11.84000015,0,11.84000015,0,0,0,0,0,19.06999969,10.81000042,59.04000092,10.23999977,22,59.16999817,20.65999985,8.140000343,2.410000086,4.579999924,5.050000191,52.06000137,69.05000305,-999,33.75999832,50.13999939,44.75,-999,18.12000084,10.06000042,82.16999817,51.15999985,15.81999969,14.76000023,3.859999895,13.02999973,22.57999992,49.36999893,95.62000275,1083,0,168,257,0,0,0,0,0,1504,168,1061,0,257,0,0,0,7,10,163,159,19,6,0,0,0,0,0,184,0,0,18,7,9,0,178,0,0,0,1416,0,0,7,178,270,153,0,1084,237,845,15655,13538,2499,53295,13377,1266,58,663,1504,783,1083,543,0,0,168,116,257,115,632,89,114,640,111,850,187,725,429,137,54,16,0,-999,76,80,0,0,237,1032,187,845,85,760,1032,593,87500,848,528,808,238,222,58,1320,172,298,117
22,071,007200,2.75,89.31999969,4.75,0,0.129999995,0,0,0,0,0,0,0.129999995,3.170000076,28.56999969,22.71999931,8.149999619,0.920000017,0,-999,-999,0,0,0,0.039999999,0,0.039999999,0.569999993,0.090000004,0,0,4.449999809,0.74000001,2.049999952,0.039999999,0,0,0,0,5.300000191,2.75,60.59000015,8.699999809,22.12000084,54.15000153,14.56999969,6.429999828,2.49000001,1.980000019,1.039999962,48.61999893,100,-999,36.54000092,51.18999863,22.21999931,0,17.54000092,26.44000053,56.79999924,84.91999817,29.51000023,14.60000038,2.220000029,8.170000076,23.79000092,60.68000031,79.91999817,2073,0,63,109,0,0,0,0,3,2294,63,2049,0,109,3,0,0,2,18,471,169,1,0,0,0,3,0,0,0,0,1,2,0,13,1,102,17,0,1,2076,0,0,0,47,110,57,0,1299,468,1006,21044,21514,8317,18681,11244,1617,32,762,2207,1073,2010,1029,0,0,40,40,108,24,910,35,65,787,113,972,215,1036,561,111,49,19,0,-999,23,171,0,3,468,1220,214,1006,266,740,1220,767,99200,693,1036,804,677,335,51,1774,145,422,284
22,071,007501,2.769999981,95.91999817,0,0,0,0,0,0,0,0,0,0,45.75999832,5.079999924,19.71999931,17.90999985,-999,-999,-999,-999,-999,-999,0,0,0,0,2.210000038,0,0.140000001,0,0,0,0,0,0,0,0,0,1.080000043,1.080000043,45.75999832,16.75,19.51000023,52.06000137,29.97999954,1.389999986,1.850000024,4.28000021,1.639999986,28.86000061,0,-999,21.70000076,30.09000015,-999,-999,27.51000023,57.79000092,14.13000011,94.05999756,27.59000015,25.14999962,6.190000057,23.69000053,25.15999985,44.84999847,58.36000061,2044,0,59,0,0,0,0,0,0,2131,59,2044,0,0,0,0,0,27,3,403,366,0,0,0,0,0,0,0,0,0,0,0,3,47,0,0,0,0,0,2035,0,0,0,0,22,22,0,1355,553,867,23494,24517,18167,-999,12505,1543,66,647,2131,615,2044,615,0,0,59,0,0,0,821,32,0,620,227,779,152,1020,531,194,9,12,0,-999,35,120,0,0,553,1196,329,867,501,366,1196,747,114600,169,1125,506,588,536,132,1701,403,428,248
22,071,007502,0,99.77999878,0.219999999,0,0,0,0,0,0,0,0,0,-999,-999,21.45999908,14.43000031,0,0,-999,-999,-999,-999,0,0.219999999,0,0,0,0,0,0,0.219999999,0,0,0,0,0,0,0,1.889999986,0.310000002,60.95999908,10.89999962,18.48999977,53.59000015,14.81000042,9.670000076,5.96999979,5.230000019,0.829999983,25.65999985,-999,-999,20.61000061,25.65999985,100,-999,32.65000153,42.75,19.02000046,92.41999817,26.55999947,16.76000023,8.260000229,30.12000084,23.35000038,18.02000046,53.81999969,2786,0,0,6,0,0,0,0,0,2786,0,2780,0,6,0,0,0,0,0,598,402,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,2591,0,0,0,0,49,8,0,1724,655,1048,24405,24405,-999,-999,14209,2046,107,972,2786,715,2786,715,0,0,0,0,6,6,1048,0,0,1051,188,1163,215,1114,597,144,94,58,0,-999,23,135,0,0,655,1556,508,1048,448,600,1556,649,114100,296,1438,564,740,467,230,2188,659,511,118
22,071,007604,90.91000366,0,5.550000191,0,2.650000095,0,0,0,0,0,2.650000095,0,22.47999954,17.35000038,-999,-999,17.04999924,5.679999828,-999,-999,35.70999908,0,1.25999999,0,0.689999998,0,6.690000057,11.42000008,5.679999828,2.079999924,9.399999619,2.900000095,6.5,0,0,0.629999995,0,0,10.43000031,1.850000024,4,71.59999847,1.080000043,44.77999878,68.34999847,0,36.84999847,7.360000134,0,2.660000086,0.769999981,-999,0,-999,35.22999954,0,13.38000011,90.88999939,1.549999952,86.19999695,28.01000023,23.14999962,3.089999914,69.54000092,9.590000153,1.529999971,63.58000183,0,0,1441,88,0,0,0,42,0,1585,1441,0,0,88,42,0,0,324,250,0,0,15,5,0,0,42,15,0,20,11,0,181,90,106,0,149,46,0,0,1515,0,10,33,103,158,28,0,1074,458,615,131354,-999,127083,167574,69809,1141,84,711,1576,42,0,0,0,0,1432,11,88,31,0,568,33,43,769,651,7,556,249,486,0,262,10,250001,0,0,0,42,458,710,95,615,559,56,710,2001,558300,11,612,391,444,367,49,1231,856,118,7
22,071,007605,8.149999619,90.73000336,1.129999995,0,0,0,0,0,0,0,0,0,0,17.02000046,27.60000038,10.69999981,0,100,-999,-999,-999,-999,0,0,0,0,0,0.949999988,1.039999962,0,1.129999995,1.129999995,0,0,0,0,0,0,3.640000105,0,64.38999939,11.69999981,13.52000046,48.97999954,24.40999985,4.980000019,11.36999989,7.639999866,2.430000067,37.43999863,28.71999931,-999,30.03000069,38.68000031,0,-999,25.34000015,28.94000053,34.58000183,70.63999939,26.26000023,18.37000084,9.010000229,19.77000046,28.89999962,40.95999908,69.86000061,1047,0,94,13,0,0,0,0,0,1154,94,1047,0,13,0,0,0,0,16,289,112,0,13,0,0,0,0,0,0,0,0,11,12,0,0,13,13,0,0,1016,0,0,0,0,37,0,0,761,293,501,24821,18690,50250,-999,16187,851,65,422,1154,432,1047,405,0,0,94,27,13,0,426,69,6,490,89,488,66,443,217,103,21,48,0,-999,28,88,0,0,293,671,170,501,145,356,671,662,97900,232,474,350,303,212,104,865,171,250,120
22,071,007606,77.90000153,9.930000305,6.829999924,0,3.549999952,0,0.75,2.799999952,0,0,0,0,12.56999969,15.65999985,27.54000092,0,23.32999992,0,-999,-999,0,0,1.269999981,0,0,1.399999976,8.75,12.97999954,7.550000191,0,10.27999973,6.510000229,3.970000029,0,0,0,0,0,13.72999954,2.680000067,18.07999992,52.29999924,5.150000095,60.02999878,50.22000122,2.970000029,15.89999962,5.349999905,1.950000048,10.93000031,10.98999977,-999,1.00999999,13.43999958,4.289999962,21.10000038,28.85000038,52.20999908,44.36999893,58.02000046,14.89999962,19.45999908,6.570000172,41.38000107,22.88999939,11.96000004,82.66000366,305,0,2394,210,23,0,0,0,0,3073,2394,305,0,210,109,0,86,301,375,84,0,49,0,0,0,109,0,0,39,0,0,399,232,269,43,316,200,0,0,2834,0,0,0,122,389,76,0,2434,694,1517,60660,41510,62361,65727,39391,2615,140,1786,3073,336,305,41,0,0,2394,263,210,9,105,1224,93,440,1273,1824,94,1171,703,897,53,284,56,90379,60,7,23,109,694,2132,615,1517,792,725,2132,956,239600,946,1237,1254,458,598,202,2639,1092,604,83
22,071,007700,66.30000305,20.62999916,6.110000134,0,1.379999995,0,0.649999976,0,0,0,0.730000019,0,9.579999924,6.690000057,0,10.85000038,12.67000008,17.32999992,-999,-999,0,0,0.280000001,1.669999957,0,1.220000029,7.980000019,5.489999771,7.409999847,3.910000086,9.850000381,3.869999886,4.349999905,0,0.409999996,0,0,0,14.10000038,0.340000004,11.71000004,68.26999664,6.070000172,81.73999786,65,4.559999943,9.430000305,8.140000343,2.079999924,13.88000011,14.60999966,-999,1.659999967,5.71999979,26.67000008,100,31.12000084,32.58000183,90.30999756,49.22999954,7.730000019,10.98999977,0.899999976,29.75,15.64000034,1.659999967,94.59999847,507,0,1629,150,16,0,0,18,0,2457,1629,507,0,150,34,0,0,156,109,0,55,19,26,0,0,34,0,0,7,0,41,135,182,196,30,242,95,10,0,2368,0,0,96,107,334,8,0,2033,422,1556,58712,53958,59963,61023,64956,2236,182,1643,2457,341,507,29,0,0,1629,238,150,40,331,1029,87,238,1388,1712,104,1117,913,1068,75,155,18,2499,51,7,34,34,422,2259,703,1556,507,1049,2259,1219,239200,2040,1112,1472,190,270,22,2282,679,357,7
22,071,007800,50.36000061,14.81000042,23.79000092,0,4.420000076,0,0.569999993,3.210000038,0,0.360000014,0,0.280000001,7.360000134,3.25,50.93999863,5.659999847,20.65999985,4.789999962,-999,-999,0,0,7.190000057,2.559999943,0.280000001,0.360000014,4.130000114,5.840000153,6.909999847,0.639999986,19.87000084,3.920000076,11.03999996,0.360000014,0.709999979,0.709999979,0,0,31.04000092,5.869999886,15.55000019,63.68000031,5.539999962,75.73000336,59.50999832,0,11.67000008,6.869999886,0.779999971,27.85000038,14.85000038,-999,30.43000031,65.08999634,31.13999939,0,16.01000023,37.93999863,74.5,98.73000336,20.37000084,6.130000114,1.279999971,28.31999969,15.57999992,30.43000031,81.62000275,212,0,707,334,8,0,5,0,4,1404,707,208,0,334,62,0,45,52,23,108,12,69,16,0,0,62,0,0,101,4,36,82,97,58,5,279,55,10,5,1295,0,10,9,155,402,76,0,1016,230,593,56042,9567,64053,75119,48969,1106,76,857,1404,391,212,138,0,0,707,105,334,104,51,443,90,158,647,902,50,478,362,510,0,100,13,14531,11,70,0,62,230,706,113,593,225,368,706,951,387500,526,697,484,286,86,18,1123,318,175,70
